BufferName,BufferID,Machine,Time,No.Items
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),1954,790
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),1954,815
Central_Output,,Central Inventory,1955,404
Central_Output,,Central Inventory,1956,4
Central_Output,,Central Inventory,1957,3
Central_Output,,Central Inventory,1957,2
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),1957,839
M3-01_(FR3_01)_Input,,M3-01_(FR3_01),1958,2356
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),1959,840
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),1959,841
Central_Output,,Central Inventory,1960,1
Central_Output,,Central Inventory,1961,0
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),1962,842
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),1963,843
BW_(BKW_01)_Input,,BW_(BKW_01),2038,815
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),2039,797
OUT - Outsourced activity_(OUT - Outsourced)_Input,,OUT - Outsourced activity_(OUT - Outsourced),2043,216
