OperationName,ProcessID,ResourceID,Resource,Start,Completion,DemandID,Product,NrItems
M5-03 - UMC1 - 5axis - Manual (UMC750),342,-,-,2026-04-15 13:56:34,2026-04-15 13:56:35,__export__.mrp_production_6121_b99b66ea,[100159725],4
MP1 - Mat. prep - automatic sawing (ZGN_01),356,-,-,2026-04-17 13:00:16,2026-04-17 13:00:16,__export__.mrp_production_6126_02e4cab5,[4022-333-11506],86
MP1 - Mat. prep - automatic sawing (ZGN_01),371,-,-,2026-04-17 13:00:21,2026-04-17 13:00:21,__export__.mrp_production_6129_70c8cd1f,[4022-337-33842],145
MP1 - Mat. prep - automatic sawing (ZGN_01),378,-,-,2026-04-17 13:01:27,2026-04-17 13:01:27,__export__.mrp_production_6130_ba3bb714,[48260701 V02-00],3
MP1 - Mat. prep - automatic sawing (ZGN_01),382,-,-,2026-04-17 13:01:24,2026-04-17 13:01:24,__export__.mrp_production_6133_ab97924d,[48261205 V01-00],3
OUT - Outsourced activity,387,-,-,2026-04-07 10:54:07,2026-04-28 13:03:52,__export__.mrp_production_6135_7a4fa595,[4598-008-08901B POS 1],389
MP1 - Mat. prep - automatic sawing (ZGN_01),388,-,-,2026-04-13 09:28:03,2026-04-13 09:28:05,__export__.mrp_production_6135_7a4fa595,[4598-008-08901B POS 1],389
MP1 - Mat. prep - automatic sawing (ZGN_01),393,-,-,2026-04-10 11:45:12,2026-04-10 11:45:12,__export__.mrp_production_6138_dbf06a79,[4022.719.28491],16
"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",397,-,-,2026-04-17 13:02:16,2026-04-17 13:02:16,__export__.mrp_production_6139_500ed6e7,[4022.719.44971],8
"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",401,-,-,2026-04-17 13:02:19,2026-04-17 13:02:19,__export__.mrp_production_6140_6fe0ed89,[4022.719.44981],8
"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",405,-,-,2026-04-17 13:02:23,2026-04-17 13:02:23,__export__.mrp_production_6141_4031788a,[4022.719.44991],8
MP1 - Mat. prep - automatic sawing (ZGN_01),407,-,-,2026-04-10 11:45:20,2026-04-10 11:45:21,__export__.mrp_production_6143_61892801,[4022-333-13805],120
MP1 - Mat. prep - automatic sawing (ZGN_01),413,-,-,2026-04-15 10:26:15,2026-04-15 10:26:15,__export__.mrp_production_6144_c071ebc2,[M0216-01-091-A],1500
MP1 - Mat. prep - automatic sawing (ZGN_01),421,-,-,2026-04-17 13:00:25,2026-04-17 13:00:25,__export__.mrp_production_6146_1fc3cff0,[4022.632.63021],1300
MP1 - Mat. prep - automatic sawing (ZGN_01),424,-,-,2026-04-10 11:45:28,2026-04-10 11:45:28,__export__.mrp_production_6153_46960345,[4022-637-29291],50
MP1 - Mat. prep - automatic sawing (ZGN_01),429,-,-,2026-04-17 13:00:31,2026-04-17 13:00:31,__export__.mrp_production_6157_3611ba68,[4022-455-01702],2
MP1 - Mat. prep - automatic sawing (ZGN_01),471,Cancelled,Cancelled,2000-01-01 00:00:00,2000-01-01 00:00:00,__export__.mrp_production_6192_3443eb6e,[M0216-01-363-B],50
M3-02 - AW - 3axis - Manual (FR3_02),472,-,-,2026-04-17 13:07:31,2026-04-17 13:07:33,__export__.mrp_production_6192_3443eb6e,[M0216-01-363-B],50
MP1 - Mat. prep - automatic sawing (ZGN_01),477,-,-,2026-04-15 13:26:14,2026-04-15 13:26:16,__export__.mrp_production_6193_869219d7,[00429-00-662-B],178
MP1 - Mat. prep - automatic sawing (ZGN_01),481,Cancelled,Cancelled,2000-01-01 00:00:00,2000-01-01 00:00:00,__export__.mrp_production_6194_00aea810,[1508130 B],115
MP1 - Mat. prep - automatic sawing (ZGN_01),497,Cancelled,Cancelled,2000-01-01 00:00:00,2000-01-01 00:00:00,__export__.mrp_production_6199_a3feca82,[4598-008-08901B POS 1],92
M4-02 - AW - 4axis - Conveyor Automation (FR4_02),498,Cancelled,Cancelled,2000-01-01 00:00:00,2000-01-01 00:00:00,__export__.mrp_production_6199_a3feca82,[4598-008-08901B POS 1],92
M3-01 - AW - 3axis - Manual (FR3_01),499,Cancelled,Cancelled,2000-01-01 00:00:00,2000-01-01 00:00:00,__export__.mrp_production_6199_a3feca82,[4598-008-08901B POS 1],92
MP1 - Mat. prep - automatic sawing (ZGN_01),503,Cancelled,Cancelled,2000-01-01 00:00:00,2000-01-01 00:00:00,__export__.mrp_production_6200_0df5452c,[00385-00-346-A],264
M4-01 - AW - 4axis - Conveyor Automation (FR4_01),504,-,-,2026-04-20 16:12:52,2026-04-20 16:12:54,__export__.mrp_production_6200_0df5452c,[00385-00-346-A],264
M5-06 - UMC400 - 5axis  - Manual (UMC400)_ISSUE!,505,Cancelled,Cancelled,2000-01-01 00:00:00,2000-01-01 00:00:00,__export__.mrp_production_6200_0df5452c,[00385-00-346-A],264
"MP3 - Mat. prep - pre-cutted, only picking (UITG_M)",561,Cancelled,Cancelled,2000-01-01 00:00:00,2000-01-01 00:00:00,__export__.mrp_production_6217_755fbf9a,[7007-2500-0009],10
M3-03 - VF - 3axis - Manual (VF2SS),562,Cancelled,Cancelled,2000-01-01 00:00:00,2000-01-01 00:00:00,__export__.mrp_production_6217_755fbf9a,[7007-2500-0009],10
M5-04 - UMCSS - 5axis  - Manual (UMC750SS),563,Cancelled,Cancelled,2000-01-01 00:00:00,2000-01-01 00:00:00,__export__.mrp_production_6217_755fbf9a,[7007-2500-0009],10
M4-01 - AW - 4axis - Conveyor Automation (FR4_01),564,-,-,2026-04-24 12:49:26,2026-04-24 12:49:28,__export__.mrp_production_6224_60bd1d38,[4022-666-3837-1],115
M3-02 - AW - 3axis - Manual (FR3_02),565,__export__.mrp_workcenter_55_15609e22,M3-02_(FR3_02),2026-06-30 09:08:00,2026-06-30 17:29:00,__export__.mrp_production_6224_60bd1d38,[4022-666-3837-1],115
BW - Benchwork (BKW_01),566,__export__.mrp_workcenter_66_9f807a30,BW_(BKW_01),2026-06-30 18:43:00,2026-06-30 22:34:00,__export__.mrp_production_6224_60bd1d38,[4022-666-3837-1],115
